2261.697736,3.77E-28,0.109,0.68,-0.002096,4714.7148,19,19
2261.703262,6.46E-30,0.123,0.69,-0.002018,5199.5923,3,5
2261.719739,3.84E-30,0.109,0.68,-0.002096,5662.4802,19,19
2261.721709,1.78E-25,0.084,0.74,-0.003192,3703.7635,71,73
2261.739205,2.02E-28,0.079,0.75,-0.003415,5366.5161,83,85
2261.742017,1.47E-30,0.088,0.74,-0.00307,5254.706,61,61
2261.744759,1.01E-30,0.097,0.71,-0.002569,6051.7586,41,39
2261.748487,4.86E-30,0.065,0.67,-0.004157,3550.2246,149,149
2261.750558,4.37E-28,0.111,0.68,-0.002038,4707.6027,17,17
2261.75632,4.50E-28,0.118,0.69,-0.001512,1940.3039,7,9
2261.772507,4.44E-30,0.111,0.68,-0.002038,5655.4452,17,17
2261.776133,5.16E-30,0.114,0.68,-0.001597,5448.9373,13,11
2261.779313,5.62E-26,0.087,0.74,-0.003064,3914.2032,63,65
2261.790308,3.08E-30,0.099,0.7,-0.002438,5804.0114,37,35
2261.792457,2.86E-27,0.089,0.73,-0.002978,4653.5662,57,59
2261.797093,1.44E-30,0.095,0.71,-0.002696,5948.5331,45,43
2261.797519,5.11E-28,0.112,0.68,-0.00198,4701.2807,15,15
2261.806083,1.98E-29,0.095,0.71,-0.002746,5000.452,45,45
2261.817701,8.34E-30,0.084,0.74,-0.00328,3317.2512,73,73
2261.819414,5.20E-30,0.112,0.68,-0.00198,5649.1918,15,15
2261.826621,5.97E-24,0.067,0.7,-0.004356,3111.3683,131,133
2261.834191,5.81E-28,0.104,0.68,-0.002536,4662.0782,25,27
2261.835032,4.12E-30,0.116,0.69,-0.00219,5542.9945,9,11
2261.836404,1.01E-24,0.077,0.74,-0.003538,3395.689,89,91
2261.860457,6.17E-30,0.114,0.68,-0.00192,5643.72,13,13
2261.883622,2.19E-24,0.071,0.73,-0.00397,3278.1263,109,111
2261.895236,4.51E-24,0.072,0.73,-0.003885,3125.0825,105,107
2261.895639,7.48E-30,0.116,0.69,-0.001859,5639.0298,11,11
2261.898446,5.89E-30,0.082,0.75,-0.003345,5141.2462,77,77
2261.915378,1.70E-30,0.089,0.73,-0.003032,5231.1897,59,59
2261.92185,5.78E-30,0.087,0.74,-0.003222,2464.0185,65,63
2261.923338,2.48E-30,0.101,0.69,-0.00349,4996.7529,31,33
2261.924185,2.25E-29,0.096,0.71,-0.002702,4983.1431,43,43
2261.931557,9.00E-27,0.102,0.69,-0.002602,4104.3398,29,31
2261.958737,1.21E-23,0.068,0.71,-0.0043,2962.0605,127,129
2261.967323,5.74E-25,0.078,0.75,-0.003455,3501.0747,85,87
2261.976881,8.81E-30,0.07,0.73,-0.002307,3210.4386,113,111
2261.993609,9.21E-27,0.095,0.71,-0.002796,4205.9443,43,45
2261.995973,1.20E-30,0.09,0.73,-0.001911,4908.7935,55,57
2262.000571,1.80E-30,0.068,0.71,-0.002891,4909.7502,125,127
2262.018456,5.26E-28,0.07,0.73,-0.002683,3834.6573,111,113
2262.037004,2.56E-29,0.097,0.71,-0.002657,4966.6203,41,41
2262.039194,3.48E-29,0.089,0.73,-0.002978,5650.1679,57,59
2262.055483,1.87E-28,0.102,0.69,-0.002602,5064.5469,29,31
2262.068984,1.24E-29,0.08,0.75,-0.003437,3259.4946,83,83
